source_hgnc;interaction_directed_signed;target_hgnc;database;ref;no_ref;source_uniprot;target_uniprot
PPP2R5C;INHIBIT;BCL2;"Wang;Laudanna_effects;Laudanna_sigflow;CA1";9852076;1;Q13362;P10415
BCL2;INHIBIT;TP53AIP1;"HPRD;SPIKE";"12019168;12019168";2;P10415;Q9HCN2
CREB1;ACTIVATE;BCL2;"SignaLink3;Laudanna_effects;Wang;Laudanna_sigflow;ACSN";10753867;1;P16220;P10415
BCL2L11;INHIBIT;BCL2;"Laudanna_effects;HPRD;Laudanna_sigflow;SPIKE;KEGG;IntAct;CA1;SignaLink3;Signor;BioGRID;Wang";"9731710;15694340;11301022;15694340;18498746;17074758;10198631;9731710;17097560;19805519;9430630;16697956;26186194;17289999;15694340;23840878;15136728;17074758;23845444;15694340;16697956;9463381;10198631;16697956;9430630";25;O43521;P10415
BCL2;INHIBIT;BCL2L11;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;ACSN;IntAct";"17074758;10198631;9731710;17097560;19805519;9430630;16697956;26186194;17289999;15694340;23840878;15136728;17074758;23845444;15694340;16697956;9463381;10198631;16697956;9430630";20;P10415;O43521
CDK1;INHIBIT;BCL2;"PhosphoSite;Signor;BioGRID;MIMP";"10766756;11326318;9668078;11774038";4;P06493;P10415
PPP2CA;ACTIVATE;BCL2;"Signor;BioGRID;HPRD;DEPOD;IntAct";"15225643;9852076;15225643;9852076;15225643;16717086;15225643;9852076";8;P67775;P10415
BCL2;INHIBIT;BIK;"Laudanna_effects;HPRD;Laudanna_sigflow;KEGG;IntAct;CA1;DIP;BioGRID;Wang;InnateDB";"9305912;9488477;16697956;12853473;15694340;8816500;22705850;9463381;17289999;16697956;9463381;16697956;12853473;9525867";14;P10415;Q13323
BIK;INHIBIT;BCL2;"Laudanna_effects;HPRD;Laudanna_sigflow;IntAct;DIP;BioGRID;Wang;InnateDB";"9488477;16697956;12853473;15694340;8816500;22705850;9463381;17289999;16697956;9463381;16697956;12853473;9525867";13;Q13323;P10415
EIF4G2;ACTIVATE;BCL2;SPIKE;18450493;1;P78344;P10415
BCL2;INHIBIT;BCL2L1;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;ACSN";"12137781;14980220;26186194;18835031;11583631";5;P10415;Q07817
BCL2L1;ACTIVATE;BCL2;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;ACSN";"12137781;14980220;26186194;18835031;11583631";5;Q07817;P10415
RAD9A;INHIBIT;BCL2;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;MPPI";"10620799;18794804;10620799;10620799";4;Q99638;P10415
BCL2;INHIBIT;PMAIP1;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;IntAct";"15694340;10807576;21454712;10807576";4;P10415;Q13794
PMAIP1;INHIBIT;BCL2;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;SPIKE;KEGG;IntAct";"15725726;10807576;15694340;10807576;21454712;10807576";6;Q13794;P10415
BCL2;INHIBIT;CYCS;"SignaLink3;Laudanna_effects;HPRD;Laudanna_sigflow;Wang;KEGG";"12624108;10622714";2;P10415;P99999
DAPK1;INHIBIT;BCL2;SPIKE;19395874;1;P53355;P10415
CAPN2;INHIBIT;BCL2;"SPIKE;BioGRID";"12000759;12000759";2;P17655;P10415
BCL2;INHIBIT;BAD;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;InnateDB;KEGG;IntAct;Macrophage";"7834748;9388232;7834748;15990872;16697956;15694340;9305851;20603619;15849194;15849194;9463381;9388232;15694340;17446862;7834748;16697956;11483855;9463381;19168699";19;P10415;Q92934
STAT3;ACTIVATE;BCL2;SPIKE;11994401;1;P40763;P10415
BCL2;INHIBIT;BAX;"Laudanna_effects;HPRD;Laudanna_sigflow;ACSN;InnateDB;SPIKE;KEGG;IntAct;CA1;SignaLink3;Signor;BioGRID;Wang;MPPI;Macrophage";"9463381;8358790;9111042;8183370;8358790;8358790;9111042;8183370;22262057;10620799;17097560;16642033;15231068;8631771;8358790;23479509;9742125;21778226;21199865;10716992;14980220;9111042;9115213;10620799;17525161;22705850;21458670;21671007;9388232;17289999;21199865;26004684;9463381;15231068;16642033;17097560;8358790;9111042;9463381";39;P10415;Q07812
SPNS1;INHIBIT;BCL2;"HPRD;SPIKE;IntAct";"12815463;12815463;12815463";3;Q9H2V7;P10415
BMF;INHIBIT;BCL2;"Laudanna_effects;HPRD;Laudanna_sigflow;SPIKE;IntAct;BioGRID;Wang";"11546872;11546872;16697956;17289999;11546872;16697956";6;Q96LC9;P10415
MYC;INHIBIT;BCL2;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang";"15210690;15210690";2;P01106;P10415
BCL2;ACTIVATE;MYC;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang";"15210690;15210690";2;P10415;P01106
NR4A1;INHIBIT;BCL2;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;KEGG;IntAct";"16434970;14980220;18835031;18835031;14980220;18835031";6;P22736;P10415
BCL2;INHIBIT;CASP8;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;IntAct";"16183855;11406564;16183855;11406564";4;P10415;Q14790
PPP1CC;ACTIVATE;BCL2;"Wang;Laudanna_effects;Laudanna_sigflow;CA1";12051739;1;P36873;P10415
SOD1;INHIBIT;BCL2;"HPRD;KEGG;BioGRID";"15233914;15233914";2;P00441;P10415
BCAP31;ACTIVATE;BCL2;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;IntAct;CA1";"9334338;9334338;9334338;9334338";4;P51572;P10415
PPP2CB;ACTIVATE;BCL2;"DEPOD;Signor";"15225643;9852076;15225643";3;P62714;P10415
PPP2R5B;INHIBIT;BCL2;Signor;18845789;1;Q15173;P10415
BCL2;INHIBIT;ITM2B;"Wang;Laudanna_effects;HPRD;Laudanna_sigflow";12082633;1;P10415;Q9Y287
RB1;INHIBIT;YY1;SPIKE;"11118439;12588874";2;P06400;P25490
YY1;ACTIVATE;PPARGC1A;"Wang;Laudanna_effects;BioGRID;Laudanna_sigflow";18046414;1;P25490;Q9UBK2
YY1;INHIBIT;NOTCH1;"ACSN;Signor;BioGRID;HPRD";"12913000;12913000;12913000";3;P25490;P46531
YY1;INHIBIT;FAS;SPIKE;18495079;1;P25490;P25445
PLK1;ACTIVATE;YY1;"PhosphoSite_dir;Signor;PhosphoSite;MIMP";"23226345;21253604";2;P53350;P25490
YY1;ACTIVATE;MYC;"SignaLink3;Laudanna_effects;Wang;Laudanna_sigflow;HPRD;BioGRID;ACSN;InnateDB";"15805285;8266081;15805285;8266081";4;P25490;P01106
YY1;INHIBIT;CFTR;NRF2ome;20309604;1;P25490;P13569
SP1;ACTIVATE;KLF8;SPIKE;18353772;1;P08047;O95600
CDKN2C;INHIBIT;CDK4;"Laudanna_effects;HPRD;Laudanna_sigflow;SPIKE;KEGG;PhosphoPoint;IntAct;Signor;BioGRID;Wang";"16915296;8891723;11900540;17353931;26186194;23455922;21988832;8001816;25416956;23602568;21988832;17353931;25416956;8001816";14;P42773;P11802
CDK1;INHIBIT;NUMA1;"PhosphoSite;Signor;PhosphoSite_dir;MIMP;PhosphoSite_noref";"23921553;23921553";2;P06493;Q14980
NUMA1;ACTIVATE;TUBB4A;Signor;11956313;1;Q14980;P04350
NUMA1;ACTIVATE;TUBB2A;Signor;11956313;1;Q14980;Q13885
NUMA1;ACTIVATE;TUBA1B;Signor;11956313;1;Q14980;P68363
NUMA1;ACTIVATE;TUBB4B;Signor;11956313;1;Q14980;P68371
NUMA1;ACTIVATE;TUBA1A;Signor;11956313;1;Q14980;Q71U36
NUMA1;ACTIVATE;TUBA3C;Signor;11956313;1;Q14980;Q13748
NUMA1;ACTIVATE;TUBA1C;Signor;11956313;1;Q14980;Q9BQE3
NUMA1;ACTIVATE;TUBA4A;Signor;11956313;1;Q14980;P68366
NUMA1;ACTIVATE;TUBB6;Signor;11956313;1;Q14980;Q9BUF5
NUMA1;ACTIVATE;TUBA8;Signor;11956313;1;Q14980;Q9NY65
NUMA1;ACTIVATE;TUBB3;Signor;11956313;1;Q14980;Q13509
NUMA1;ACTIVATE;TUBG1;Signor;11956313;1;Q14980;P23258
NUMA1;ACTIVATE;TUBA3E;Signor;11956313;1;Q14980;Q6PEY2
NUMA1;ACTIVATE;TUBD1;Signor;11956313;1;Q14980;Q9UJT1
SIX1;INHIBIT;EYA1;"HPRD;SPIKE;BioGRID";"11734542;15492887;17035528;11734542;26186194;11734542;15492887;12874121;15226428";9;Q15475;Q99502
EYA1;INHIBIT;H2AFX;"ACSN;DEPOD;Signor";"20965415;19234442;19351884";3;Q99502;P16104
EYA1;ACTIVATE;FGF3;SPIKE;12874121;1;Q99502;P11487
SKP2;INHIBIT;RB1;"HPRD;KEGG";15469821;1;Q13309;P06400
HMGA1;INHIBIT;RB1;"Wang;Laudanna_effects;BioGRID;Laudanna_sigflow";19633359;1;P17096;P06400
RB1;INHIBIT;MAP3K5;"Wang;Laudanna_effects;Laudanna_sigflow;LMPID";15210709;1;P06400;Q99683
RB1;INHIBIT;SPI1;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;DIP";"8434021;8434021";2;P06400;P17947
RB1;INHIBIT;E2F3;"BioGRID;HPRD;SPIKE;IntAct;DIP";"17488475;10779361;17380128;8657117;8246996;19249677;8657117;10779361;17380128;8832394;7739537";11;P06400;O00716
RB1;ACTIVATE;SP1;"Wang;HPRD;BioGRID";"10850422;11896613;11158299;10850422;7732011";5;P06400;P08047
RB1;ACTIVATE;CDKN1A;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang";"10486249;10486249";2;P06400;P38936
CDKN1A;INHIBIT;RB1;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;ACSN";"10486249;10486249";2;P38936;P06400
RB1;INHIBIT;TBP;"Wang;Laudanna_effects;HPRD;Laudanna_sigflow";11094070;1;P06400;P20226
CHEK2;ACTIVATE;RB1;"PhosphoSite;Signor;PhosphoSite_dir;BioGRID;MIMP;dbPTM;IntAct";"17380128;22184068;17380128;17380128;17380128";5;O96017;P06400
PPP1CA;ACTIVATE;RB1;"ACSN;SPIKE;KEGG;ELM;IntAct;LMPID;BioGRID;HPRD;DEPOD";"12202491;8380637;8380224;20694007;18550856;17274640;12434308;17008050;8384581;17274640;12434308;8384581;17274640;8384581";14;P62136;P06400
PPP2CA;ACTIVATE;RB1;"Laudanna_effects;Signor;Laudanna_sigflow;Wang;ACSN";10702384;1;P67775;P06400
CHEK1;ACTIVATE;RB1;"PhosphoSite;Signor;BioGRID;MIMP;dbPTM;IntAct";"17380128;17380128;17380128;17380128";4;O14757;P06400
RB1;ACTIVATE;CCNB1;"Wang;Laudanna_effects;BioGRID;Laudanna_sigflow";"9885575;9315635";2;P06400;P14635
RB1;INHIBIT;MDM2;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;IntAct";"15485814;10078201;7791904;20871633;25703327;16510145;16374512;11433299;16337594;21990374;15044952;16374512;20871633;7791904";14;P06400;Q00987
KDM6A;ACTIVATE;RB1;SPIKE;20123895;1;O15550;P06400
RB1;INHIBIT;CCND1;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang";"15485920;9003781;9190208;10491434;10486249;11593423;8490963;11126356;9139732;8662825;8647086;12676926;8867812;9178893;8490963";15;P06400;P24385
CDK9;ACTIVATE;RB1;"PhosphoSite;Laudanna_effects;Laudanna_sigflow;HPRD;BioGRID;MIMP;Wang;PhosphoPoint";"8870681;12037672;8170997;9258347;8870681;8170997;9258347";7;P50750;P06400
RB1;INHIBIT;MYC;"Wang;Laudanna_effects;HPRD;Laudanna_sigflow";7838535;1;P06400;P01106
RB1;ACTIVATE;ATF2;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang";"1641004;11566021;1641004";3;P06400;P15336
ATF2;ACTIVATE;RB1;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang";"1641004;11566021;1641004";3;P15336;P06400
RB1;ACTIVATE;SP3;"Wang;Laudanna_effects;HPRD;Laudanna_sigflow";7732011;1;P06400;Q02447
CCND3;ACTIVATE;RB1;"Laudanna_effects;BioGRID;Laudanna_sigflow;Wang;ACSN";"17972097;16782892";2;P30281;P06400
RB1;INHIBIT;E2F2;"SPIKE;ELM;IntAct;LMPID;DIP;Signor;BioGRID;HPRD";"17488475;22569856;12502741;12502741;17380128;12502741;8657117;8246996;8657117;7739537;17380128;12502741;8832394;17380128;7739537";15;P06400;Q14209
RB1;ACTIVATE;TFDP1;"Laudanna_effects;BioGRID;Laudanna_sigflow;Wang;DIP";"7739537;17187060;7739537";3;P06400;Q14186
TFDP1;ACTIVATE;RB1;"Laudanna_effects;BioGRID;Laudanna_sigflow;Wang;ACSN;DIP";"7739537;17187060;7739537";3;Q14186;P06400
PRKAA1;INHIBIT;RB1;Signor;19217427;1;Q13131;P06400
MORF4L1;INHIBIT;RB1;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang";"12397079;11500496;12397079;11500496";4;Q9UBU8;P06400
RB1;INHIBIT;UBTF;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang";"7877691;11042686;11042686";3;P06400;P17480
CTDSPL;ACTIVATE;RB1;"DEPOD;Signor";"15051889;15051889";2;O15194;P06400
RB1;INHIBIT;TRIP11;"HPRD;Signor;BioGRID";"9256431;9256431;9256431";3;P06400;Q15643
ARID4A;INHIBIT;RB1;"Laudanna_effects;BioGRID;Laudanna_sigflow;DIP;Wang;LMPID";"8414517;11283269;10490602;21148318;8414517";5;P29374;P06400
TFDP2;ACTIVATE;RB1;"Laudanna_effects;BioGRID;Laudanna_sigflow;Wang;DIP";"26186194;7739537;7739537";3;Q14188;P06400
PRMT2;INHIBIT;RB1;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;IntAct";"16616919;16616919;16616919";3;P55345;P06400
RB1;ACTIVATE;BRD2;"Wang;Laudanna_effects;PhosphoPoint;Laudanna_sigflow";NA;0;P06400;P25440
CXCL11;ACTIVATE;CXCR3;"Laudanna_effects;HPRD;Laudanna_sigflow;DIP;Wang;SPIKE;KEGG;Guide2Pharma";"16189514;15761110;11259614;9625760;9625760;15273303";6;O14625;P49682
CXCL11;ACTIVATE;CCR3;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;DIP";"11110785;11110785";2;O14625;P51677
DPP4;ACTIVATE;CXCL11;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;IntAct";"21314817;18275857;11390394";3;P27487;O14625
THBS1;ACTIVATE;NGF;Signor;10708953;1;P07996;P01138
NGF;ACTIVATE;NGFR;"Laudanna_effects;Signor;Laudanna_sigflow;HPRD;BioGRID;Wang;KEGG;IntAct;DIP";"10764727;14699954;11729324;14985763;2172988;3037029;1714587;1372492;14985763;14985763";10;P01138;P08138
NGFR;ACTIVATE;NGF;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;IntAct;DIP";"11729324;14985763;2172988;3037029;1714587;1372492;14985763;14985763";8;P08138;P01138
MMP7;ACTIVATE;NGF;"Wang;Laudanna_effects;HPRD;Laudanna_sigflow";11729324;1;P09237;P01138
PLG;ACTIVATE;NGF;"Wang;Laudanna_effects;HPRD;Laudanna_sigflow";11729324;1;P00747;P01138
SP1;ACTIVATE;ATP2C1;SPIKE;15955096;1;P08047;P98194
PIK3AP1;ACTIVATE;PIK3CA;"Wang;Laudanna_effects;Laudanna_sigflow;Signor";22187458;1;Q6ZUJ8;P42336
PIK3AP1;ACTIVATE;PIK3R1;"Laudanna_effects;Signor;Laudanna_sigflow;HPRD;Wang";"22187458;11163197";2;Q6ZUJ8;P27986
BTK;ACTIVATE;PIK3AP1;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;PhosphoPoint";11163197;1;Q06187;Q6ZUJ8
PIK3AP1;ACTIVATE;PIK3CB;"Wang;Laudanna_effects;Laudanna_sigflow;Signor";22187458;1;Q6ZUJ8;P42338
PIK3AP1;ACTIVATE;PIK3CG;"Wang;Signor";22187458;1;Q6ZUJ8;P48736
SYK;ACTIVATE;PIK3AP1;"Li2012;Laudanna_effects;HPRD;Laudanna_sigflow;Wang;PhosphoPoint;KEGG";11163197;1;P43405;Q6ZUJ8
PRKCQ;ACTIVATE;EZR;"PhosphoSite;Laudanna_effects;Laudanna_sigflow;MIMP;Wang";NA;0;Q04759;P15311
ROCK1;ACTIVATE;EZR;"PhosphoSite;Laudanna_effects;HPRD;Laudanna_sigflow;HPRD-phos;ACSN;PhosphoPoint;phosphoELM;Signor;MIMP;Wang";"19386264;19255442;19386264;10970850;11387207;10970850;11387207;10970850";8;Q13464;P15311
SP1;ACTIVATE;EZR;SPIKE;19164283;1;P08047;P15311
PRKCI;ACTIVATE;EZR;"PhosphoSite;Signor;MIMP";18270268;1;P41743;P15311
AKT2;ACTIVATE;EZR;"PhosphoSite;Laudanna_effects;Laudanna_sigflow;PhosphoPoint;phosphoELM;Signor;MIMP;Wang";"15531580;15531580";2;P31751;P15311
EZR;ACTIVATE;PTK2;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;PhosphoPoint";11468295;1;P15311;Q05397
EZR;INHIBIT;ARHGDIA;"ACSN;BioGRID;IntAct";"15659383;26344197;20711218";3;P15311;P52565
SYK;ACTIVATE;EZR;"Laudanna_effects;Laudanna_sigflow;Wang;PhosphoPoint";NA;0;P43405;P15311
GRK2;ACTIVATE;EZR;"PhosphoSite;Laudanna_effects;Laudanna_sigflow;PhosphoPoint;phosphoELM;Signor;MIMP;Wang;PhosphoNetworks";"15843435;15843435";2;P25098;P15311
SDC2;ACTIVATE;EZR;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;KEGG";"10704377;10704377";2;P34741;P15311
L1CAM;ACTIVATE;EZR;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;CA1";"12070130;22846990;12070130;12070130";4;P32004;P15311
EZR;INHIBIT;ARHGDIB;"ACSN;HPRD";9287351;1;P15311;P52566
STK26;ACTIVATE;EZR;"PhosphoSite;Signor;Laudanna_sigflow;MIMP";19386264;1;Q9P289;P15311
PTP4A3;INHIBIT;EZR;"DEPOD;Signor";"18078820;18078820";2;O75365;P15311
EZR;ACTIVATE;FES;"Signor;DOMINO;IntAct";"18046454;18046454;18046454";3;P15311;P07332
NOTCH1;ACTIVATE;SMAD1;SignaLink3;14597575;1;P46531;Q15797
ATM;ACTIVATE;SMAD1;"PhosphoSite_dir;Signor;PhosphoSite;MIMP";"22588298;22588298";2;Q13315;Q15797
SMAD1;INHIBIT;HOXC8;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang";"10224145;11139569;10224145";3;Q15797;P31273
SMAD2;ACTIVATE;SMAD1;"KEGG;BioGRID;InnateDB";"9111321;18729074;18729074";3;Q15796;Q15797
SMAD1;ACTIVATE;DVL1;"SignaLink3;Signor";"16621789;16621789";2;Q15797;O14640
SMAD1;ACTIVATE;RUNX2;"SignaLink3;Signor;BioGRID";"19734454;22298955;10962029;10531362;20851880;17215250";6;Q15797;Q13950
TGFBR1;ACTIVATE;SMAD1;"Laudanna_effects;Wang;Laudanna_sigflow;HPRD-phos;MIMP;HPRD;PhosphoPoint";"9136927;10085121;19651622;9748228;9136927;10085121;9748228";7;P36897;Q15797
SMAD7;INHIBIT;SMAD1;"SignaLink3;Laudanna_effects;Laudanna_sigflow;Wang;KEGG";17438144;1;O15105;Q15797
SMURF1;INHIBIT;SMAD1;"SignaLink3;Signor;BioGRID;Laudanna_sigflow;HPRD;IntAct;LMPID";"14711801;15221015;17289590;14701756;22298955;22298955;21685363;21685363;15231748;19914168;15221015;19917253;17289590;14701756;22670624;16611643;22152476;24828823;17676934;17510966;21708152;19914168;15231748;14701756;15761153";25;Q9HCE7;Q15797
ACVR1;ACTIVATE;SMAD1;"Laudanna_effects;HPRD;Laudanna_sigflow;HPRD-phos;PhosphoPoint;SignaLink3;Signor;BioGRID;MIMP;Wang";"9748228;9748228;9136927;10085121;19651622;9748228;9748228;10652350;9136927;10085121;10583507;10652350;9748228";13;Q04771;Q15797
SKI;INHIBIT;SMAD1;"Signor;BioGRID";"12419246;12874272;14699069;12426322";4;P12755;Q15797
SKIL;INHIBIT;SMAD1;"HPRD;Signor";"12419246;12426322";2;P12757;Q15797
BMP2;ACTIVATE;SMAD1;"Wang;SignaLink3;Laudanna_effects;Laudanna_sigflow";22298955;1;P12643;Q15797
BMPR1A;ACTIVATE;SMAD1;"Laudanna_effects;HPRD;Laudanna_sigflow;PhosphoPoint;KEGG;IntAct;SignaLink3;Signor;Wang";"9136927;9136927;19620713;24412244;11438941";5;P36894;Q15797
BMPR1B;ACTIVATE;SMAD1;"PhosphoSite;Laudanna_effects;PhosphoSite_dir;Laudanna_sigflow;PhosphoSite_noref;PhosphoPoint;phosphoELM;SignaLink3;Signor;MIMP;Wang;PhosphoNetworks";"9335504;9335504;19620713;9136927;10085121;9335504;9748228";7;O00238;Q15797
PDP1;INHIBIT;SMAD1;"DEPOD;Signor";"16510868;16510868";2;Q9P0J1;Q15797
CTDSP1;INHIBIT;SMAD1;"Laudanna_effects;Signor;Laudanna_sigflow;Wang;DEPOD";"17085434;16882717;17085434;16882717";4;Q9GZU7;Q15797
CTDSP2;INHIBIT;SMAD1;"Wang;DEPOD;Signor";"17085434;16882717;17085434;16882717";4;O14595;Q15797
PDP2;INHIBIT;SMAD1;"DEPOD;Signor";"16510868;16510868";2;Q9P2J9;Q15797
CTDSPL;INHIBIT;SMAD1;"Laudanna_effects;Signor;Laudanna_sigflow;Wang;DEPOD";"17085434;17085434;16882717";3;O15194;Q15797
SMAD1;ACTIVATE;GATA4;"Wang;Laudanna_effects;BioGRID;Laudanna_sigflow";14662776;1;Q15797;P43694
SYMPK;ACTIVATE;CSTF1;SPIKE;10669729;1;Q92797;Q05048
ATF1;ACTIVATE;NKX6-1;SPIKE;12527906;1;P18846;P78426
SORBS2;ACTIVATE;ABL1;"HPRD;SignaLink3;PhosphoPoint;BioGRID";"12475393;9211900;12475393;18559503;9211900;12475393;9211900";7;O94875;P00519
ABL1;ACTIVATE;SORBS2;"SignaLink3;HPRD;PhosphoPoint;Laudanna_sigflow;BioGRID;Wang;SPIKE";"20841568;9211900;12475393;9211900;12475393;18559503;9211900;12475393;9211900";9;P00519;O94875
CBL;INHIBIT;SORBS2;"HPRD;Signor;BioGRID";"12475393;12475393;15128873;12475393";4;P22681;O94875
ABL2;ACTIVATE;SORBS2;"SignaLink3;PhosphoPoint;BioGRID;HPRD;SPIKE";"20841568;9211900;9211900;9211900;9211900";5;P42684;O94875
TRAF6;ACTIVATE;MALT1;"Signor;BioGRID;Laudanna_sigflow;HPRD;IntAct";"17948050;15125833;25569716;19234489;23264041;17948050;17948050;15125833";8;Q9Y4K3;Q9UDY8
CARD11;ACTIVATE;MALT1;"Signor;BioGRID;Laudanna_sigflow;SPIKE;IntAct";"19118383;17948050;20685844;23322406;25748427;17948050";6;Q9BXL7;Q9UDY8
SKP2;ACTIVATE;DUSP1;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;IntAct";"16286470;18519678";2;Q13309;P28562
EGR1;ACTIVATE;DUSP1;SPIKE;11165042;1;P18146;P28562
DUSP1;INHIBIT;MAPK11;"Laudanna_effects;Laudanna_sigflow;Wang;ACSN;InnateDB";11359773;1;P28562;Q15759
DUSP1;INHIBIT;FANCI;SPIKE;17488615;1;P28562;Q9NVI1
ILF3;ACTIVATE;DUSP1;"Wang;SignaLink3;Laudanna_effects;Laudanna_sigflow";18490444;1;Q12906;P28562
DUSP1;INHIBIT;MAPK12;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;ACSN;IntAct";"25241761;11062068";2;P28562;P53778
MYO7A;ACTIVATE;PCDH15;SPIKE;16481439;1;Q13402;Q96QU1
PCDH15;ACTIVATE;MYO7A;SPIKE;16481439;1;Q96QU1;Q13402
GSK3B;INHIBIT;MAML1;Signor;19740771;1;P49841;Q92585
MAML1;INHIBIT;HIST1H4A;Signor;17300219;1;Q92585;P62805
MAML1;ACTIVATE;HIST1H3A;Signor;17300219;1;Q92585;P68431
MAML1;ACTIVATE;CDK8;"HPRD;Signor;PhosphoPoint";"15546612;15546612";2;Q92585;P49336
MAML1;ACTIVATE;NOTCH3;"HPRD;Laudanna_effects;Laudanna_sigflow;Signor";"11101851;11101851";2;Q92585;Q9UM47
MAML1;ACTIVATE;NOTCH4;"Laudanna_effects;Signor;Laudanna_sigflow;CancerCellMap;HPRD";"11101851;11101851;11101851;11585921";4;Q92585;Q99466
MAML1;ACTIVATE;NOTCH2;"Laudanna_effects;Signor;Laudanna_sigflow;CancerCellMap;HPRD";"11101851;11101851;11101851";3;Q92585;Q04721
MAML1;ACTIVATE;CCNC;Signor;15546612;1;Q92585;P24863
MAML1;ACTIVATE;MEF2C;Signor;16510869;1;Q92585;Q06413
MAML1;ACTIVATE;CCNT1;Signor;15546612;1;Q92585;O60563
PHF8;ACTIVATE;HIST1H3A;"SPIKE;BioGRID";"20210320;20208542;20346720;20531378;20622853;20421419;20548336";7;Q9UPP1;P68431
FGF12;INHIBIT;SCN3A;Signor;20679355;1;P61328;Q9NY46
FGF11;INHIBIT;SCN3A;Signor;20679355;1;Q92914;Q9NY46
FGF13;INHIBIT;SCN3A;Signor;20679355;1;Q92913;Q9NY46
FGF14;INHIBIT;SCN3A;Signor;20679355;1;Q92915;Q9NY46
AKT2;INHIBIT;PPARGC1A;Signor;17554339;1;P31751;Q9UBK2
PPARGC1A;INHIBIT;FOXO3;"ACSN;SignaLink3";19491292;1;Q9UBK2;O43524
PPARGC1A;ACTIVATE;ESR1;"Wang;Laudanna_effects;HPRD;Laudanna_sigflow";10748020;1;Q9UBK2;P03372
NDN;ACTIVATE;PPARGC1A;Signor;26971449;1;Q99608;Q9UBK2
PRKAA1;ACTIVATE;PPARGC1A;"SignaLink3;Signor";"17609368;17609368";2;Q13131;Q9UBK2
ESRRA;INHIBIT;PPARGC1A;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang";"15337744;12181319;12181319";3;P11474;Q9UBK2
PPARGC1A;ACTIVATE;ESRRA;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;ACSN";"15337744;12181319;12181319";3;Q9UBK2;P11474
NR3C1;INHIBIT;RELA;"SignaLink3;Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;InnateDB";"23871663;7659084;8290595;10995388;23871663;7659084;8290595;10995388";8;P04150;Q04206
RELA;INHIBIT;NR3C1;"SignaLink3;HPRD;BioGRID;Wang;InnateDB";"23871663;7659084;8290595;10995388;23871663;7659084;8290595;10995388";8;Q04206;P04150
HDAC3;INHIBIT;RELA;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;SPIKE;IntAct";"11533489;15192014;11533489;11533489;12419806;11533489";6;O15379;Q04206
GSK3B;ACTIVATE;RELA;"PhosphoSite;Signor;MIMP;PhosphoPoint;phosphoELM;IntAct";"16407239;17183360;15465828;21217772";4;P49841;Q04206
RELA;ACTIVATE;TRAF2;"Wang;SignaLink3;Laudanna_effects;Laudanna_sigflow";9733516;1;Q04206;Q12933
TRAF2;ACTIVATE;RELA;"Wang;Laudanna_effects;Laudanna_sigflow";NA;0;Q12933;Q04206
